name,birthDate,age,height,weight,association,fighterClass,win,loss,nationality,locality,url
andrew riddles,None,None,72,185,ricardo almeida jiu-jitsu,middleweight,5,1,United States,-Hamilton New Jersey-,https://www.sherdog.com/fighter/Andrew-Riddles-24156
kaleb  wright,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Kaleb-Wright-37610
joe  petitt,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Joe-Petitt-37475
caleb dyer,None,None,None,None,None,None,0,1,USA,None,https://www.sherdog.com/fighter/Caleb-Dyer-24461
andre galvao,None,None,None,265,None,heavyweight,0,0,United States,-New Jersey-,https://www.sherdog.com/fighter/Andre-Galvao-397984
james  weidermann,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/James-Weidermann-37611
john swangler,None,None,69,170,None,welterweight,0,6,United States,-New Jersey-,https://www.sherdog.com/fighter/John-Swangler-14205
paul thatcher,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Paul-Thatcher-29877
rick barany,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Rick-Barany-51738
drama drama,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Drama-Drama-24549
ken gibson,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Ken-Gibson-14213
alan woolums,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Alan-Woolums-24822
neil  marron,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Neil-Marron-51716
brent parnell,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Brent-Parnell-24630
andre gusmao,05/19/1977,44,74,185,None,middleweight,6,3,Brazil,-Goiania Goias-,https://www.sherdog.com/fighter/Andre-Gusmao-15806
trey durham,None,None,None,None,None,None,0,0,USA,-Sevierville Tennessee-,https://www.sherdog.com/fighter/Trey-Durham-24819
ken owens,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Ken-Owens-20843
anthony middlebrooks,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Anthony-Middlebrooks-7122
wojtek kaszowski,None,None,None,210,warrior mma fight team,heavyweight,0,7,Canada,None,https://www.sherdog.com/fighter/Wojtek-Kaszowski-8164
mike dunn,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Mike-Dunn-2389
sean mccann,None,None,None,None,None,None,2,3,United States,-New Jersey-,https://www.sherdog.com/fighter/Sean-McCann-20210
michael jacques,07/13/1977,44,71,170,None,welterweight,0,1,None,None,https://www.sherdog.com/fighter/Michael-Jacques-28211
john krohn,None,None,70,205,None,light heavyweight,4,4,None,None,https://www.sherdog.com/fighter/John-Krohn-17507
quincy rice,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Quincy-Rice-2430
scott conlon,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Scott-Conlon-17847
tim carpenter,07/24/1980,41,75,205,team balance,light heavyweight,9,2,United States,-Philadelphia Pennsylvania-,https://www.sherdog.com/fighter/Tim-Carpenter-15518
len bentley,11/30/1982,39,69,170,victory athletics,welterweight,10,6,United States,-Irving Texas-,https://www.sherdog.com/fighter/Len-Bentley-31074
larry hoffman,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Larry-Hoffman-26239
brent toon,09/29/1973,48,71,150,None,lightweight,4,0,USA,-Smithville Oklahoma-,https://www.sherdog.com/fighter/Brent-Toon-1236
guybson sa,None,None,None,None,sas team,None,4,2,Brazil,-Fortaleza Ceara-,https://www.sherdog.com/fighter/Guybson-Sa-41193
mikah franklin,None,None,None,None,None,None,2,0,None,None,https://www.sherdog.com/fighter/Mikah-Franklin-9722
rusty hand,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Rusty-Hand-46112
ivan tuthill,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Ivan-Tuthill-26240
diego lopez,None,None,69,186,None,middleweight,6,7,Argentina,-Buenos Aires-,https://www.sherdog.com/fighter/Diego-Lopez-41194
franco santiago,None,None,None,None,west coast fight team,None,1,0,United States,-Washington-,https://www.sherdog.com/fighter/Franco-Santiago-33734
jeremy moye,None,None,None,None,None,None,0,1,United States,-Oregon-,https://www.sherdog.com/fighter/Jeremy-Moye-56486
donnie evenson,None,None,None,None,None,None,6,3,None,None,https://www.sherdog.com/fighter/Donnie-Evenson-33136
matias rua,None,None,None,None,None,None,0,1,Argentina,None,https://www.sherdog.com/fighter/Matias-Rua-164665
brad padgett,None,None,None,185,norton fighting systems,middleweight,1,0,United States,-Washington-,https://www.sherdog.com/fighter/Brad-Padgett-45361
ricardo acevedo,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Ricardo-Acevedo-33738
abe jacobs,None,None,71,193,desert dogs,light heavyweight,2,1,United States,-Redmond Oregon-,https://www.sherdog.com/fighter/Abe-Jacobs-33135
nathan wallner,None,None,None,175,None,middleweight,4,5,United States,-Eugene Oregon-,https://www.sherdog.com/fighter/Nathan-Wallner-31284
jason  helmstadter,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Jason-Helmstadter-45362
josh eckman,None,None,70,185,None,middleweight,2,1,United States,-Chicago Illinois-,https://www.sherdog.com/fighter/Josh-Eckman-57031
jason lambert,None,None,73,185,None,middleweight,6,8,United States,-Portland Oregon-,https://www.sherdog.com/fighter/Jason-Lambert-64110
vaymond dennis,06/14/1981,40,63,145,None,featherweight,4,3,United States,-Susanville California-,https://www.sherdog.com/fighter/Vaymond-Dennis-23828
bobby corpuz,None,None,None,None,None,None,3,3,None,None,https://www.sherdog.com/fighter/Bobby-Corpuz-33133
rafal skibinski,None,None,72,185,gilbert grappling,middleweight,8,4,United States,-Burbank Illinois-,https://www.sherdog.com/fighter/Rafal-Skibinski-19620
darrio mobley,03/7/1991,30,70,207,no pain just glory,heavyweight,5,7,United States,-Medford Oregon-,https://www.sherdog.com/fighter/Darrio-Mobley-64111
darrell fenner,None,None,None,170,northwest training center,welterweight,4,6,None,None,https://www.sherdog.com/fighter/Darrell-Fenner-38130
dean lavin,02/23/1983,38,73,155,striking unrivaled,lightweight,3,9,United States,-Fredericksburg Virginia-,https://www.sherdog.com/fighter/Dean-Lavin-56113
john mcdonough,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/John-McDonough-44053
lance fox,None,None,72,170,fox den mma,welterweight,0,0,United States,-Redding California-,https://www.sherdog.com/fighter/Lance-Fox-75321
ray armstrong,None,None,None,180,None,middleweight,1,5,United States,None,https://www.sherdog.com/fighter/Ray-Armstrong-31287
ryan mackin,None,None,67,145,ground control academy,featherweight,5,2,United States,-Baltimore Maryland-,https://www.sherdog.com/fighter/Ryan-Mackin-13625
michael  burke,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Michael-Burke-44014
david barnes,None,None,None,180,None,middleweight,0,0,United States,-California-,https://www.sherdog.com/fighter/David-Barnes-124417
steve morris,None,None,None,166,team quest,welterweight,3,1,None,None,https://www.sherdog.com/fighter/Steve-Morris-4956
guillermo serment,None,None,68,145,no comment martial arts,featherweight,5,11,United States,-Chicago Illinois-,https://www.sherdog.com/fighter/Guillermo-Serment-13629
joe  stephens,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Joe-Stephens-44015
joe kelso,None,None,68,145,pacific warriors,featherweight,1,7,United States,-Denver Colorado-,https://www.sherdog.com/fighter/Joe-Kelso-42110
eddie brafford,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Eddie-Brafford-6341
austin helmick,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Austin-Helmick-47583
michael tucker,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Michael-Tucker-47572
tony snyder,None,None,None,155,None,lightweight,0,0,United States,-Pueblo Colorado-,https://www.sherdog.com/fighter/Tony-Snyder-95783
jonathan gaskill,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Jonathan-Gaskill-7423
brian wood,None,None,66,145,sledgehammer muay thai,featherweight,4,4,United States,-Arvada Colorado-,https://www.sherdog.com/fighter/Brian-Wood-33929
james supranant,None,None,None,174,None,middleweight,0,1,None,None,https://www.sherdog.com/fighter/James-Supranant-58852
brett roller,None,None,68,135,None,bantamweight,9,14,United States,-Colorado Springs Colorado-,https://www.sherdog.com/fighter/Brett-Roller-30660
travis boothe,None,None,None,None,None,None,1,0,United States,None,https://www.sherdog.com/fighter/Travis-Boothe-56145
ryan olivera,None,None,None,145,None,featherweight,0,0,United States,-Denver Colorado-,https://www.sherdog.com/fighter/Ryan-Olivera-33948
travis cavalli,None,None,68,145,pitbull bjj,featherweight,6,6,United States,-Medford Oregon-,https://www.sherdog.com/fighter/Travis-Cavalli-50897
dustin  gordan,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Dustin-Gordan-36768
jared  garn,None,None,None,None,absolute mma,None,6,10,None,None,https://www.sherdog.com/fighter/Jared-Garn-36485
justin  erickson,None,None,None,None,None,None,1,3,None,None,https://www.sherdog.com/fighter/Justin-Erickson-36637
vic dague,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Vic-Dague-43799
james  mcfadden,None,None,None,None,None,None,3,10,None,None,https://www.sherdog.com/fighter/James-McFadden-36286
brady  schow,None,None,None,None,None,None,2,6,None,None,https://www.sherdog.com/fighter/Brady-Schow-36379
murtez  behuli,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Murtez-Behuli-36623
jason gybels,None,None,71,145,desert dogs,featherweight,3,4,United States,-Bend Oregon-,https://www.sherdog.com/fighter/Jason-Gybels-60576
ryan gubler,None,None,65,140,ultimate combat training facility,featherweight,9,2,None,None,https://www.sherdog.com/fighter/Ryan-Gubler-34948
wayne  anderson,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Wayne-Anderson-36381
ryan  bonham,None,None,72,148,None,lightweight,1,5,None,None,https://www.sherdog.com/fighter/Ryan-Bonham-36041
joaquin rodriguez,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Joaquin-Rodriguez-51186
daniel    rodriguez,12/31/1970,52,None,00,None,None,0,1,United States,None,https://www.sherdog.com/fighter/Daniel-Rodriguez-34954
aaron burrup,None,None,None,None,None,None,2,0,None,None,https://www.sherdog.com/fighter/Aaron-Burrup-34956
william calhoun,None,None,72,160,None,welterweight,6,9,United States,None,https://www.sherdog.com/fighter/William-Calhoun-34780
cody  young,None,None,None,None,None,None,2,0,None,None,https://www.sherdog.com/fighter/Cody-Young-38483
anthony ellis,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Anthony-Ellis-51623
ryan truitt,None,None,None,166,None,welterweight,0,0,None,None,https://www.sherdog.com/fighter/Ryan-Truitt-61383
ivan taylor,None,None,None,140,None,featherweight,7,11,None,None,https://www.sherdog.com/fighter/Ivan-Taylor-35004
shane  reynolds,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Shane-Reynolds-38484
jake beattie,None,None,None,165,victory athletics,welterweight,0,0,United States,-Puyallup Washington-,https://www.sherdog.com/fighter/Jake-Beattie-53060
ryan achenbach,None,None,None,170,None,welterweight,0,0,United States,None,https://www.sherdog.com/fighter/Ryan-Achenbach-61384
johnny riche,None,None,67,165,ultimate combat training facility,welterweight,9,3,None,None,https://www.sherdog.com/fighter/Johnny-Riche-34930
mike munoz,None,None,None,None,None,None,2,1,None,None,https://www.sherdog.com/fighter/Mike-Munoz-35027
adam faulkner,None,None,69,145,ultimate combat training facility,featherweight,2,2,None,None,https://www.sherdog.com/fighter/Adam-Faulkner-35066
richard leyva,None,None,None,170,None,welterweight,0,0,United States,None,https://www.sherdog.com/fighter/Richard-Leyva-247097
jamie  temple,None,None,None,None,None,None,0,3,None,None,https://www.sherdog.com/fighter/Jamie-Temple-36189
leonard cluff,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Leonard-Cluff-35003
matt  ulrich,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Matt-Ulrich-36359
mike bohannan,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Mike-Bohannan-35076
lee doss,None,None,75,170,elite performance,welterweight,15,17,United States,-West Valley Utah-,https://www.sherdog.com/fighter/Lee-Doss-33148
chris  bartrow,None,None,None,None,None,None,2,0,None,None,https://www.sherdog.com/fighter/Chris-Bartrow-37008
tommy haden,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Tommy-Haden-36212
robert aviles,None,None,68,140,ultimate combat training facility,featherweight,5,1,None,None,https://www.sherdog.com/fighter/Robert-Aviles-35084
william brewer,None,None,None,None,None,None,9,7,None,None,https://www.sherdog.com/fighter/William-Brewer-13761
chad  staten,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Chad-Staten-36921
sam smith,None,None,None,None,None,None,1,5,None,None,https://www.sherdog.com/fighter/Sam-Smith-2084
courtney  motter,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Courtney-Motter-36008
floyd willis,None,None,73,195,None,light heavyweight,1,0,None,None,https://www.sherdog.com/fighter/Floyd-Willis-29025
curtis  mills,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Curtis-Mills-40095
jay carmack,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Jay-Carmack-5225
jerome smith,None,None,None,None,None,None,6,10,USA,-Americus Georgia-,https://www.sherdog.com/fighter/Jerome-Smith-2075
frankie orr,None,None,None,185,amc pankration,middleweight,4,9,United States,-North Bend Washington-,https://www.sherdog.com/fighter/Frankie-Orr-29026
eric  shepard,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Eric-Shepard-40094
vaas chaos,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Vaas-Chaos-34997
gene click,None,None,None,None,kaizen bjiu-jitsu,None,0,1,None,None,https://www.sherdog.com/fighter/Gene-Click-3150
john elam,None,None,None,183,sikjitsu,middleweight,2,0,United States,-Spokane Washington-,https://www.sherdog.com/fighter/John-Elam-68168
josh callis,None,None,None,205,None,light heavyweight,0,0,None,None,https://www.sherdog.com/fighter/Josh-Callis-72637
